timestamp,probability,label
1751053444351,0.4414201569853227,calm
1751053445468,0.3056043243988297,calm
1751053446564,0.30875635765435766,calm
1751053447657,0.3504157050761892,calm
1751053448749,0.2655417368405881,calm
1751053449843,0.3306136342630094,calm
1751053450945,0.35830208916393147,calm
1751053452011,0.2642349661306682,calm
1751053453092,0.46328083785822755,calm
1751053454193,0.3608978798323696,calm
1751053455295,0.313006760419116,calm
1751053456415,0.42761602255220743,calm
1751053457517,0.3160810903761983,calm
1751053458620,0.37275328662181706,calm
1751053459712,0.4350108669841337,calm
1751053460806,0.4290664596485338,calm
1751053461894,0.377104255797615,calm
1751053462979,0.3524701812439315,calm
1751053464102,0.4056621916614319,calm
1751053465226,0.3781178812395975,calm
1751053466329,0.33288897199170775,calm
1751053467442,0.30959047383129945,calm
1751053468553,0.19928522083393374,calm
1751053469651,0.30992310599680595,calm
1751053470750,0.35587061619371235,calm
1751053471834,0.3141245194070716,calm
1751053472908,0.453191441114367,calm
1751053474013,0.2951482535287345,calm
1751053475126,0.38769272183667275,calm
1751053476228,0.3756579348693191,calm
1751053477331,0.45846440734210897,calm
1751053478441,0.36451486186465887,calm
1751053479543,0.3327423462412623,calm
1751053480673,0.34244217949554734,calm
1751053481749,0.2667563402005179,calm
1751053482808,0.3222869205723644,calm
1751053483923,0.41928274559187384,calm
1751053485053,0.3424401212135836,calm
1751053486179,0.3648711599163293,calm
1751053487300,0.338093171389866,calm
1751053488411,0.3738433148796164,calm
1751053489508,0.38561978492464594,calm
1751053490595,0.3028229596761702,calm
1751053491670,0.333183232693772,calm
1751053492729,0.47431656970449965,calm
1751053493837,0.2975502104229673,calm
1751053494970,0.2879908038406088,calm
1751053496078,0.30233593867158565,calm
1751053497191,0.3865507263923494,calm
1751053498310,0.323658948208819,calm
1751053499416,0.3856260109533747,calm
1751053500509,0.4065957859263501,calm
1751053501624,0.2500662395210977,calm
1751053502684,0.30425808196517584,calm
1751053503784,0.29255628848142845,calm
1751053504894,0.34211977222656076,calm
1751053505993,0.3074102519350969,calm
1751053507096,0.3398779167990706,calm
1751053508208,0.3828295864894944,calm
1751053509339,0.35743922233706443,calm
1751053510429,0.3966517049816525,calm
1751053511519,0.38167750626772523,calm
1751053512588,0.4147506732768719,calm
1751053513685,0.4189091885702373,calm
1751053514811,0.3730071626801307,calm
1751053515915,0.30583434912365787,calm
1751053517020,0.2965116158387474,calm
1751053518122,0.3331681853113897,calm
1751053519215,0.37293758718004966,calm
1751053520314,0.3140497733637022,calm
1751053521407,0.2137945588559608,calm
1751053522470,0.3752884760657766,calm
1751053523560,0.31659833242669616,calm
1751053524682,0.3860386186241112,calm
1751053525808,0.3875482857854482,calm
1751053526929,0.3252730567324028,calm
1751053528052,0.3045235883631367,calm
1751053529149,0.4389213807041214,calm
1751053530235,0.3879888840960717,calm
1751053531323,0.3209137003497935,calm
1751053532397,0.304830323446431,calm
1751053533479,0.34971245916207894,calm
1751053534578,0.4141947547703714,calm
1751053535679,0.30935073212463476,calm
1751053536772,0.3762225404564646,calm
1751053537875,0.2997305928659818,calm
1751053538984,0.44488111256233326,calm
1751053540104,0.3962798930338569,calm
1751053541199,0.4084753286541707,calm
1751053542275,0.2990903896535478,calm
1751053543348,0.33669475579786357,calm
1751053544465,0.33209277971918905,calm
1751053545565,0.40881451741527325,calm
1751053546664,0.30654711850433847,calm
1751053547765,0.4470114121587082,calm
1751053548874,0.39801837947435414,calm
1751053549970,0.3124222384431383,calm
1751053551059,0.39759001397857585,calm
1751053552142,0.3765187842051858,calm
1751053553218,0.3110453667521851,calm